t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.360,596.604,968.476,163.998,132.590,15.877,13.190,0.523,-8.827,0.062,0.000,0.042,4,7.804,0.197,1.000,""
0.380,596.286,968.740,164.007,132.413,15.878,13.175,0.474,-8.853,0.061,0.000,0.042,4,7.362,0.206,1.000,""
0.400,595.978,969.004,164.016,132.235,15.880,13.161,0.416,-8.879,0.061,0.000,0.042,4,6.917,0.198,1.000,""
0.420,595.660,969.268,164.023,132.056,15.881,13.146,0.351,-8.906,0.060,0.000,0.042,4,6.587,0.240,1.000,""
0.440,595.342,969.531,164.028,131.877,15.884,13.131,0.283,-8.934,0.059,0.000,0.042,4,6.389,0.273,1.000,""
0.460,595.024,969.794,164.033,131.698,15.886,13.116,0.211,-8.962,0.058,0.000,0.042,4,6.248,0.235,1.000,""
0.480,594.705,970.057,164.035,131.517,15.889,13.101,0.137,-8.991,0.057,0.000,0.042,4,6.110,0.228,1.000,""
0.500,594.387,970.319,164.037,131.337,15.891,13.085,0.063,-9.020,0.056,0.000,0.042,4,6.093,0.259,1.000,""
0.520,594.068,970.581,164.036,131.155,15.894,13.069,-0.011,-9.049,0.054,0.000,0.042,4,6.161,0.263,1.000,""
0.540,593.758,970.842,164.035,130.973,15.898,13.052,-0.082,-9.079,0.053,0.000,0.042,4,6.271,0.203,1.000,""
0.560,593.439,971.104,164.032,130.791,15.901,13.035,-0.151,-9.108,0.051,0.000,0.042,4,6.364,0.229,1.000,""
0.580,593.120,971.362,164.027,130.609,15.762,12.902,-0.214,-9.054,0.049,0.000,0.042,4,6.533,0.252,1.000,""
0.600,592.804,971.621,164.022,130.427,15.779,12.896,-0.275,-9.092,0.119,0.000,0.042,4,6.750,0.271,1.000,""
0.620,592.488,971.879,164.015,130.244,15.796,12.889,-0.333,-9.130,0.110,0.000,0.042,4,6.969,0.218,1.000,""
0.640,592.171,972.138,164.008,130.060,15.811,12.881,-0.386,-9.166,0.102,0.000,0.041,4,7.165,0.241,1.000,""
0.660,591.867,972.395,163.999,129.876,15.825,12.872,-0.434,-9.202,0.094,0.000,0.041,4,7.397,0.239,1.000,""
0.680,591.549,972.653,163.989,129.691,15.839,12.861,-0.478,-9.238,0.087,0.000,0.041,4,7.626,0.237,1.000,""
0.700,591.232,972.911,163.979,129.505,15.851,12.850,-0.519,-9.272,0.081,0.000,0.041,4,7.802,0.204,1.000,""
0.720,590.914,973.168,163.968,129.318,15.862,12.838,-0.556,-9.307,0.075,0.000,0.041,4,7.963,0.224,1.000,""
0.740,590.596,973.425,163.956,129.131,15.873,12.825,-0.589,-9.340,0.069,0.000,0.041,4,8.137,0.226,1.000,""
0.760,590.278,973.682,163.944,128.943,15.883,12.812,-0.619,-9.374,0.063,0.000,0.041,4,8.326,0.240,1.000,""
0.780,589.960,973.938,163.931,128.755,15.892,12.798,-0.646,-9.407,0.059,0.000,0.040,4,8.477,0.200,1.000,""
0.800,589.648,974.195,163.917,128.566,15.901,12.783,-0.670,-9.439,0.054,0.000,0.040,4,8.605,0.216,1.000,""
0.820,589.329,974.448,163.904,128.378,15.766,12.655,-0.686,-9.385,0.049,0.000,0.040,4,8.747,0.229,1.000,""
0.840,589.013,974.702,163.889,128.189,15.788,12.651,-0.706,-9.425,0.117,0.000,0.040,4,8.866,0.220,1.000,""
0.860,588.697,974.955,163.875,127.999,15.808,12.645,-0.724,-9.465,0.106,0.000,0.040,4,8.946,0.194,1.000,""
0.880,588.380,975.208,163.860,127.809,15.826,12.638,-0.740,-9.503,0.096,0.000,0.039,4,9.015,0.187,1.000,""
0.900,588.063,975.461,163.845,127.618,15.843,12.630,-0.755,-9.540,0.087,0.000,0.039,4,9.086,0.185,0.999,""
0.920,587.753,975.714,163.830,127.426,15.858,12.621,-0.769,-9.576,0.079,0.000,0.039,4,9.161,0.195,0.999,""
0.940,587.435,975.966,163.814,127.233,15.872,12.611,-0.781,-9.611,0.071,0.000,0.039,4,9.194,0.149,0.999,""
0.960,587.117,976.219,163.798,127.040,15.885,12.600,-0.794,-9.646,0.064,0.000,0.038,4,9.205,0.159,0.999,""
0.980,586.799,976.471,163.782,126.846,15.897,12.588,-0.806,-9.679,0.057,0.000,0.038,4,9.233,0.168,0.999,""
1.000,586.480,976.723,163.766,126.652,15.908,12.576,-0.817,-9.712,0.051,0.000,0.038,4,9.276,0.177,0.999,""
1.020,586.162,976.972,163.749,126.458,15.775,12.451,-0.821,-9.656,0.046,0.000,0.038,4,9.278,0.159,0.999,""
1.040,585.846,977.221,163.732,126.264,15.799,12.448,-0.832,-9.697,0.112,0.000,0.038,4,9.277,0.153,0.999,""
1.060,585.536,977.471,163.716,126.069,15.820,12.444,-0.843,-9.736,0.101,0.000,0.038,4,9.291,0.162,0.999,""
1.080,585.219,977.720,163.699,125.873,15.840,12.438,-0.854,-9.774,0.090,0.000,0.037,4,9.314,0.158,0.999,""
1.100,584.902,977.969,163.681,125.677,15.857,12.431,-0.865,-9.810,0.080,0.000,0.037,4,9.303,0.134,0.999,""
1.120,584.584,978.217,163.664,125.479,15.874,12.423,-0.876,-9.846,0.071,0.000,0.037,4,9.280,0.131,0.999,""
1.140,584.266,978.466,163.646,125.282,15.889,12.413,-0.887,-9.881,0.063,0.000,0.037,4,9.274,0.137,0.999,""
1.160,583.948,978.714,163.628,125.083,15.902,12.403,-0.899,-9.914,0.056,0.000,0.036,4,9.273,0.131,0.999,""
1.180,583.629,978.960,163.610,124.886,15.772,12.281,-0.902,-9.856,0.049,0.000,0.036,4,9.253,0.114,0.999,""
1.200,583.319,979.206,163.592,124.687,15.797,12.280,-0.915,-9.897,0.114,0.000,0.036,4,9.243,0.120,0.999,""
1.220,583.002,979.452,163.573,124.488,15.820,12.278,-0.926,-9.936,0.101,0.000,0.036,4,9.261,0.126,0.999,""
1.240,582.685,979.697,163.554,124.289,15.841,12.273,-0.938,-9.974,0.090,0.000,0.035,4,9.292,0.121,0.999,""
1.260,582.368,979.943,163.535,124.088,15.861,12.268,-0.949,-10.010,0.079,0.000,0.035,4,9.301,0.111,0.999,""
1.280,582.051,980.188,163.516,123.887,15.878,12.261,-0.959,-10.045,0.070,0.000,0.035,4,9.306,0.110,0.999,""
1.300,581.733,980.434,163.497,123.685,15.894,12.253,-0.970,-10.079,0.061,0.000,0.035,4,9.320,0.113,0.999,""
1.320,581.415,980.679,163.477,123.483,15.908,12.243,-0.980,-10.112,0.053,0.000,0.035,4,9.341,0.106,0.998,""
1.340,581.100,980.921,163.457,123.282,15.778,12.124,-0.981,-10.052,0.046,0.000,0.034,4,9.346,0.095,0.998,""
1.360,580.785,981.164,163.438,123.080,15.805,12.124,-0.991,-10.092,0.111,0.000,0.034,4,9.348,0.090,0.998,""
1.380,580.468,981.407,163.418,122.877,15.828,12.122,-1.001,-10.131,0.098,0.000,0.034,4,9.373,0.090,0.998,""
1.400,580.151,981.649,163.397,122.674,15.850,12.119,-1.010,-10.167,0.086,0.000,0.034,4,9.410,0.089,0.998,""
1.420,579.834,981.892,163.377,122.469,15.869,12.114,-1.018,-10.203,0.075,0.000,0.033,4,9.452,0.082,0.998,""
1.440,579.517,982.134,163.356,122.264,15.887,12.107,-1.025,-10.237,0.065,0.000,0.033,4,9.490,0.075,0.998,""
1.460,579.202,982.376,163.336,122.059,15.903,12.100,-1.031,-10.270,0.057,0.000,0.033,4,9.524,0.075,0.998,""
1.480,578.884,982.616,163.315,121.855,15.775,11.984,-1.028,-10.208,0.048,0.000,0.033,4,9.561,0.069,0.998,""
1.500,578.568,982.856,163.295,121.650,15.802,11.985,-1.033,-10.248,0.113,0.000,0.032,4,9.594,0.066,0.998,""
1.520,578.252,983.095,163.274,121.444,15.827,11.985,-1.038,-10.286,0.099,0.000,0.032,4,9.628,0.058,0.998,""
1.540,577.935,983.335,163.253,121.237,15.849,11.982,-1.042,-10.323,0.087,0.000,0.032,4,9.662,0.053,0.998,""
1.560,577.618,983.575,163.232,121.030,15.869,11.979,-1.045,-10.358,0.076,0.000,0.031,4,9.694,0.050,0.998,""
1.580,577.301,983.814,163.211,120.822,15.887,11.974,-1.048,-10.391,0.065,0.000,0.031,4,9.728,0.045,0.998,""
1.600,576.984,984.054,163.190,120.613,15.904,11.967,-1.049,-10.423,0.056,0.000,0.030,4,9.764,0.046,0.998,""
1.620,576.666,984.291,163.169,120.406,15.776,11.854,-1.041,-10.360,0.048,0.000,0.030,4,9.802,0.042,0.998,""
1.640,576.351,984.528,163.148,120.198,15.804,11.856,-1.042,-10.399,0.112,0.000,0.030,4,9.834,0.034,0.998,""
1.660,576.034,984.765,163.128,119.989,15.829,11.856,-1.042,-10.436,0.098,0.000,0.029,4,9.863,0.036,0.998,""
1.680,575.718,985.002,163.107,119.780,15.851,11.855,-1.041,-10.472,0.086,0.000,0.029,4,9.900,0.031,0.998,""
1.700,575.401,985.239,163.086,119.570,15.871,11.852,-1.039,-10.506,0.074,0.000,0.028,4,9.934,0.026,0.998,""
1.720,575.083,985.476,163.065,119.359,15.890,11.848,-1.037,-10.538,0.064,0.000,0.028,4,9.959,0.018,0.998,""
1.740,574.766,985.713,163.045,119.148,15.906,11.843,-1.034,-10.569,0.055,0.000,0.027,4,9.981,0.019,0.998,""
1.760,574.448,985.948,163.024,118.937,15.778,11.731,-1.022,-10.502,0.047,0.000,0.027,4,10.010,0.017,0.998,""
1.780,574.133,986.182,163.004,118.727,15.806,11.735,-1.019,-10.540,0.111,0.000,0.027,4,10.045,0.013,0.998,""
1.800,573.817,986.417,162.983,118.515,15.830,11.736,-1.015,-10.576,0.097,0.000,0.026,4,10.070,0.013,0.998,""
1.820,573.500,986.652,162.963,118.303,15.853,11.736,-1.010,-10.610,0.085,0.000,0.026,4,10.087,0.013,0.998,""
1.840,573.183,986.886,162.943,118.090,15.873,11.734,-1.005,-10.643,0.074,0.000,0.025,4,10.116,0.007,0.998,""
1.860,572.866,987.121,162.923,117.877,15.891,11.732,-0.999,-10.673,0.063,0.000,0.025,4,10.147,0.015,0.998,""
1.880,572.548,987.355,162.903,117.663,15.907,11.728,-0.992,-10.703,0.054,0.000,0.024,4,10.172,0.020,0.998,""
1.900,572.230,987.588,162.884,117.450,15.779,11.618,-0.977,-10.633,0.046,0.000,0.024,4,10.186,0.028,0.998,""
1.920,571.914,987.820,162.864,117.237,15.806,11.622,-0.970,-10.670,0.111,0.000,0.023,4,10.203,0.031,0.998,""
1.940,571.598,988.052,162.845,117.022,15.831,11.625,-0.962,-10.704,0.097,0.000,0.023,4,10.240,0.024,0.998,""
1.960,571.281,988.285,162.826,116.808,15.853,11.626,-0.954,-10.736,0.085,0.000,0.023,4,10.269,0.033,0.998,""
1.980,570.965,988.517,162.807,116.593,15.873,11.626,-0.945,-10.766,0.074,0.000,0.022,4,10.288,0.042,0.998,""
2.000,570.647,988.749,162.789,116.377,15.891,11.624,-0.936,-10.795,0.064,0.000,0.022,4,10.304,0.029,0.998,""
2.020,570.328,988.982,162.770,116.160,15.907,11.621,-0.926,-10.822,0.055,0.000,0.021,4,10.337,0.037,0.998,""
2.040,570.010,989.212,162.752,115.945,15.778,11.514,-0.908,-10.750,0.047,0.000,0.021,4,10.364,0.044,0.998,""
2.060,569.695,989.442,162.734,115.730,15.805,11.519,-0.897,-10.784,0.111,0.000,0.020,4,10.388,0.058,0.998,""
2.080,569.379,989.672,162.716,115.514,15.829,11.523,-0.887,-10.817,0.098,0.000,0.020,4,10.391,0.070,0.998,""
2.100,569.063,989.903,162.699,115.297,15.851,11.526,-0.876,-10.847,0.086,0.000,0.020,4,10.403,0.063,0.998,""
2.120,568.746,990.133,162.681,115.079,15.870,11.527,-0.864,-10.875,0.075,0.000,0.019,4,10.435,0.059,0.998,""
2.140,568.427,990.363,162.664,114.862,15.887,11.526,-0.852,-10.902,0.065,0.000,0.019,4,10.451,0.070,0.998,""
2.160,568.109,990.594,162.648,114.643,15.903,11.525,-0.840,-10.927,0.056,0.000,0.019,4,10.450,0.078,0.998,""
2.180,567.792,990.822,162.631,114.426,15.774,11.419,-0.820,-10.852,0.048,0.000,0.018,4,10.455,0.064,0.998,""
2.200,567.476,991.050,162.615,114.209,15.801,11.426,-0.808,-10.884,0.113,0.000,0.018,4,10.460,0.067,0.999,""
2.220,567.161,991.279,162.599,113.991,15.824,11.431,-0.796,-10.914,0.100,0.000,0.018,4,10.451,0.073,0.999,""
2.240,566.844,991.507,162.584,113.772,15.846,11.435,-0.785,-10.942,0.088,0.000,0.018,4,10.430,0.079,0.999,""
2.260,566.527,991.736,162.568,113.553,15.865,11.437,-0.774,-10.969,0.077,0.000,0.017,4,10.395,0.084,0.999,""
2.280,566.209,991.964,162.553,113.333,15.882,11.437,-0.763,-10.994,0.068,0.000,0.017,4,10.369,0.069,0.999,""
2.300,565.892,992.193,162.538,113.113,15.897,11.437,-0.753,-11.017,0.059,0.000,0.017,4,10.333,0.081,0.999,""
2.320,565.574,992.422,162.523,112.892,15.911,11.435,-0.744,-11.039,0.051,0.000,0.017,4,10.283,0.081,0.999,""
2.340,565.256,992.648,162.508,112.673,15.780,11.331,-0.729,-10.960,0.044,0.000,0.016,4,10.226,0.071,0.999,""
2.360,564.942,992.875,162.494,112.453,15.805,11.338,-0.723,-10.989,0.110,0.000,0.016,4,10.167,0.076,0.999,""
2.380,564.626,993.101,162.479,112.233,15.828,11.343,-0.718,-11.016,0.097,0.000,0.016,4,10.091,0.067,0.999,""
2.400,564.309,993.328,162.465,112.012,15.848,11.346,-0.715,-11.042,0.086,0.000,0.016,4,10.012,0.072,0.999,""
2.420,563.992,993.555,162.451,111.791,15.866,11.349,-0.714,-11.066,0.076,0.000,0.015,4,9.909,0.059,0.999,""
2.440,563.675,993.782,162.437,111.569,15.883,11.350,-0.715,-11.088,0.067,0.000,0.015,4,9.810,0.040,0.999,""
2.460,563.357,994.009,162.422,111.347,15.897,11.350,-0.717,-11.109,0.059,0.000,0.015,4,9.706,0.046,0.999,""
2.480,563.043,994.236,162.408,111.124,15.911,11.349,-0.722,-11.129,0.051,0.000,0.015,4,9.602,0.019,0.999,""
2.500,562.725,994.461,162.393,110.903,15.779,11.245,-0.721,-11.046,0.045,0.000,0.014,4,9.518,0.014,0.999,""
2.520,562.410,994.686,162.379,110.682,15.804,11.253,-0.729,-11.074,0.110,0.000,0.014,4,9.438,0.022,0.999,""
2.540,562.093,994.911,162.364,110.460,15.827,11.259,-0.738,-11.099,0.098,0.000,0.014,4,9.394,0.048,0.999,""
2.560,561.777,995.137,162.349,110.237,15.847,11.263,-0.748,-11.123,0.087,0.000,0.014,4,9.370,0.054,0.999,""
2.580,561.460,995.362,162.334,110.014,15.866,11.266,-0.757,-11.146,0.076,0.000,0.014,4,9.391,0.200,0.999,""
2.600,561.131,995.588,162.319,109.791,15.882,11.269,-0.761,-11.167,0.067,0.000,0.014,4,9.599,0.178,0.999,""
2.620,560.814,995.813,162.303,109.567,15.897,11.270,-0.762,-11.186,0.059,0.000,0.013,4,9.802,0.149,0.999,""
2.640,560.496,996.038,162.288,109.343,15.911,11.271,-0.756,-11.205,0.051,0.000,0.013,4,10.103,0.187,0.999,""
2.660,560.178,996.261,162.274,109.121,15.780,11.170,-0.729,-11.123,0.045,0.000,0.013,4,11.290,0.966,0.999,""
2.680,559.863,996.484,162.261,108.899,15.805,11.181,-0.668,-11.151,0.110,0.000,0.013,4,12.801,0.741,0.999,""
2.700,559.479,996.708,162.260,108.691,15.646,11.177,-0.057,-10.955,0.098,0.000,0.013,4,14.108,0.441,0.999,"Ground_Mountain_1_3:(-0.021, 0.966, 0.257);"
2.720,559.173,996.933,162.262,108.482,15.641,11.179,0.149,-10.942,0.177,0.000,0.025,4,13.258,5.369,0.999,"Ground_Mountain_1_3:(-0.021, 0.966, 0.257);"
2.740,558.868,997.116,162.303,108.285,14.929,10.409,1.628,-10.601,0.180,0.000,0.037,4,15.428,5.783,0.998,"Ground_Mountain_1_3:(-0.355, 0.903, 0.240);Ground_Mountain_1_3:(-0.241, 0.904, 0.354);Ground_Mountain_1_3:(-0.021, 0.966, 0.257);"
2.760,558.597,997.309,162.342,108.083,14.935,10.360,2.030,-10.572,0.536,0.000,0.024,4,18.100,10.133,0.994,"Ground_Mountain_1_3:(-0.355, 0.903, 0.240);"
2.780,558.315,997.502,162.388,107.879,14.947,10.316,2.380,-10.552,0.533,0.000,0.015,4,17.896,9.502,0.989,"Ground_Mountain_1_3:(-0.355, 0.903, 0.240);"
2.800,558.032,997.688,162.449,107.681,14.903,10.276,2.819,-10.420,0.527,0.000,0.008,4,16.945,8.501,0.980,"Ground_Mountain_1_3:(-0.241, 0.904, 0.354);"
2.820,557.757,997.884,162.507,107.475,14.966,10.290,3.008,-10.448,0.548,0.000,0.005,4,18.223,7.666,0.975,""
2.840,557.246,998.080,162.581,107.288,14.708,10.028,3.855,-10.046,0.517,0.000,0.004,4,20.618,5.812,0.966,"Ground_Mountain_1_3:(-0.334, 0.848, 0.411);"
2.860,556.967,998.277,162.662,107.101,14.723,9.969,4.200,-9.988,0.646,0.000,0.006,4,19.215,7.638,0.957,"Ground_Mountain_1_3:(-0.334, 0.848, 0.411);"
2.880,556.685,998.475,162.750,106.914,14.742,9.909,4.543,-9.926,0.638,0.000,0.008,4,20.147,7.074,0.948,"Ground_Mountain_1_3:(-0.334, 0.848, 0.411);"
2.900,556.401,998.655,162.850,106.728,14.583,9.547,5.176,-9.734,0.629,0.000,0.008,4,21.291,6.968,0.936,"Ground_Mountain_2_3:(-0.409, 0.841, 0.355);Ground_Mountain_2_3:(-0.409, 0.841, 0.355);Ground_Mountain_2_3:(-0.409, 0.841, 0.355);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);"
2.920,556.123,998.836,162.957,106.541,14.589,9.471,5.515,-9.630,0.708,0.000,0.007,4,20.007,6.646,0.925,"Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_2_3:(-0.409, 0.841, 0.355);Ground_Mountain_2_3:(-0.409, 0.841, 0.355);Ground_Mountain_2_3:(-0.409, 0.841, 0.355);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);"
2.940,555.842,999.015,163.071,106.356,14.583,9.350,5.901,-9.508,0.705,0.000,0.007,4,21.387,5.463,0.915,"Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);"
2.960,555.468,999.193,163.193,106.171,14.595,9.243,6.255,-9.404,0.709,0.000,0.008,4,21.555,5.364,0.905,"Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);"
2.980,555.187,999.370,163.321,105.988,14.624,9.161,6.562,-9.321,0.703,0.000,0.010,4,21.453,5.234,0.896,"Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);"
3.000,554.903,999.546,163.455,105.805,14.663,9.087,6.846,-9.251,0.688,0.000,0.013,4,21.804,3.991,0.887,"Ground_Mountain_2_3:(-0.403, 0.819, 0.409);Ground_Mountain_2_3:(-0.403, 0.819, 0.409);"
3.020,554.617,999.721,163.595,105.624,14.703,9.014,7.123,-9.178,0.668,0.000,0.016,4,22.469,3.531,0.880,"Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);"
3.040,554.329,999.896,163.741,105.443,14.740,8.937,7.391,-9.102,0.648,0.000,0.019,4,22.636,2.865,0.874,"Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);"
3.060,554.039,1000.070,163.892,105.265,14.772,8.856,7.649,-9.023,0.630,0.000,0.022,4,22.343,2.499,0.868,"Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);"
3.080,553.747,1000.243,164.048,105.087,14.799,8.770,7.894,-8.945,0.614,0.000,0.025,4,21.707,1.735,0.863,"Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);"
3.100,553.455,1000.414,164.209,104.912,14.821,8.685,8.123,-8.868,0.601,0.000,0.027,4,21.000,1.578,0.858,"Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);"
3.120,553.146,1000.584,164.374,104.737,14.841,8.602,8.331,-8.795,0.589,0.000,0.029,4,19.964,1.451,0.854,"Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);"
3.140,552.852,1000.753,164.543,104.564,14.856,8.527,8.516,-8.727,0.580,0.000,0.031,4,18.702,1.354,0.850,""
3.160,552.557,1000.921,164.715,104.393,14.869,8.459,8.676,-8.665,0.572,0.000,0.033,4,17.414,1.242,0.847,""
3.180,552.262,1001.088,164.890,104.222,14.879,8.398,8.810,-8.613,0.566,0.000,0.034,4,15.992,1.121,0.844,""
3.200,551.966,1001.254,165.067,104.051,14.886,8.347,8.908,-8.579,0.561,0.000,0.034,4,14.129,1.296,0.841,""
3.220,551.669,1001.420,165.246,103.881,14.890,8.306,8.974,-8.560,0.557,0.000,0.035,4,12.240,0.998,0.839,""
3.240,551.372,1001.585,165.426,103.711,14.891,8.278,9.009,-8.556,0.555,0.000,0.035,4,10.435,0.927,0.838,""
3.260,551.074,1001.751,165.606,103.540,14.891,8.262,9.013,-8.565,0.554,0.000,0.035,4,8.657,0.736,0.838,""
3.280,550.837,1001.917,165.786,103.368,14.888,8.265,8.973,-8.597,0.555,0.000,0.035,4,6.438,1.366,0.839,""
3.300,550.542,1002.083,165.964,103.194,14.884,8.289,8.890,-8.648,0.556,0.000,0.034,4,3.851,1.062,0.841,""
3.320,550.246,1002.251,166.141,103.019,14.880,8.324,8.787,-8.708,0.558,0.000,0.033,4,2.645,0.662,0.843,""
3.340,549.950,1002.419,166.316,102.843,14.877,8.364,8.675,-8.770,0.560,0.000,0.032,3,1.774,0.761,0.846,""
3.360,549.652,1002.589,166.488,102.665,14.876,8.410,8.558,-8.833,0.561,0.000,0.032,2,1.203,1.379,0.849,""
3.380,549.355,1002.759,166.657,102.485,14.876,8.457,8.421,-8.912,0.562,0.000,0.032,2,0.391,0.960,0.852,""
3.400,549.057,1002.930,166.824,102.304,14.877,8.505,8.281,-8.993,0.562,0.000,0.032,2,0.207,0.967,0.855,""
3.420,548.760,1003.102,166.988,102.122,14.880,8.554,8.142,-9.072,0.561,0.000,0.033,2,0.281,0.963,0.858,""
3.440,548.650,1003.275,167.149,101.938,14.884,8.602,8.005,-9.149,0.560,0.000,0.033,2,0.410,0.967,0.860,""
3.460,548.481,1003.448,167.306,101.753,14.776,8.598,7.806,-9.145,0.558,0.000,0.034,1,0.000,0.927,0.863,""
3.480,548.209,1003.621,167.459,101.569,14.670,8.595,7.607,-9.142,0.612,0.000,0.035,0,0.000,0.904,0.866,""
3.500,547.938,1003.794,167.608,101.385,14.564,8.592,7.408,-9.138,0.665,0.000,0.036,0,0.000,0.882,0.868,""
3.520,547.668,1003.967,167.753,101.201,14.461,8.588,7.209,-9.134,0.718,0.000,0.036,0,0.000,0.859,0.872,""
3.540,547.398,1004.140,167.894,101.017,14.359,8.585,7.010,-9.131,0.770,0.000,0.037,0,0.000,0.836,0.875,""
3.560,547.128,1004.313,168.032,100.833,14.258,8.581,6.811,-9.127,0.821,0.000,0.038,0,0.000,0.813,0.878,""
3.580,546.859,1004.486,168.165,100.648,14.159,8.578,6.612,-9.123,0.871,0.000,0.038,0,0.000,0.789,0.881,""
3.600,546.618,1004.659,168.295,100.464,14.063,8.574,6.413,-9.120,0.920,0.000,0.039,0,0.000,0.765,0.885,""
3.620,546.618,1004.832,168.420,100.280,13.968,8.571,6.214,-9.116,0.969,0.000,0.040,0,0.000,0.741,0.888,""
3.640,546.618,1005.005,168.542,100.096,13.874,8.567,6.016,-9.113,1.000,0.000,0.042,0,0.000,0.717,0.892,""
3.660,546.548,1005.178,168.659,99.912,13.783,8.564,5.817,-9.109,1.000,0.000,0.043,0,0.000,0.693,0.896,""
3.680,546.328,1005.351,168.773,99.728,13.694,8.561,5.619,-9.105,1.000,0.000,0.044,0,0.000,0.668,0.899,""
3.700,546.107,1005.524,168.883,99.544,13.608,8.557,5.420,-9.102,1.000,0.000,0.044,0,0.000,0.644,0.903,""
3.720,545.885,1005.697,168.989,99.360,13.523,8.554,5.222,-9.098,1.000,0.000,0.045,0,0.000,0.619,0.907,""
3.740,545.662,1005.870,169.090,99.176,13.441,8.550,5.024,-9.094,1.000,0.000,0.046,0,0.000,0.595,0.911,""
3.760,545.438,1006.043,169.188,98.992,13.360,8.547,4.826,-9.091,1.000,0.000,0.046,0,0.000,0.570,0.914,""
